sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
12134,2017,02,2017-02,the_one_show,control,they must have strong flies.,neutral,0.927525
12135,2017,02,2017-02,the_one_show,control,out of a big hat!,surprise,0.86412
12136,2017,02,2017-02,the_one_show,control,he walked in,surprise,0.540387
12137,2017,02,2017-02,the_one_show,control,"in the hotel, yourfirst album?",surprise,0.84661
12138,2017,02,2017-02,the_one_show,control,having a strong family around you is hugely important.,joy,0.847635
12139,2017,01,2017-01,the_one_show,control,yes.,neutral,0.8386
12140,2017,01,2017-01,the_one_show,control,yes.,neutral,0.8386
12141,2017,01,2017-01,the_one_show,control,ifollow no carrots man?,surprise,0.507609
12142,2017,01,2017-01,the_one_show,control,good luck out there.,neutral,0.838409
12143,2017,01,2017-01,the_one_show,control,shout them out if you know them.,anger,0.526436
12144,2017,01,2017-01,the_one_show,control,"yes, nine.",neutral,0.800753
12145,2017,01,2017-01,the_one_show,control,"top floor of pepys estate, we’ll show you our world.",neutral,0.775253
12146,2017,01,2017-01,the_one_show,control,"when i was eight, they long cricket tours.",fear,0.703903
12147,2017,01,2017-01,the_one_show,control,i had on my my table.,joy,0.292999
12148,2017,01,2017-01,the_one_show,control,"no, therre all make up for it.",neutral,0.864814
12149,2017,01,2017-01,the_one_show,control,"i am a fan, but what about the guernsey people?",joy,0.439326
12150,2017,01,2017-01,the_one_show,control,"it is very nice, very good.",joy,0.988528
12151,2017,01,2017-01,the_one_show,control,"this is our traditional cider, people use it quite a lot for cooking.",neutral,0.937183
12152,2017,01,2017-01,the_one_show,control,including the are some great suggestions for g.,neutral,0.746848
12153,2017,01,2017-01,the_one_show,control,they’re endless.,neutral,0.8889
12154,2017,01,2017-01,the_one_show,control,you only missed the one.,neutral,0.521818
12155,2017,01,2017-01,the_one_show,control,"as we say in yorkshire, if i had my time over again, his voice.",neutral,0.892819
12156,2017,01,2017-01,the_one_show,control,then we have gag writers who give it a polish.,neutral,0.673559
12157,2017,01,2017-01,the_one_show,control,"here’s his son rob, who talks about trueman.",neutral,0.861864
12158,2017,01,2017-01,the_one_show,control,"well, she made it clear, no, they made it clear.",neutral,0.693864
12159,2017,01,2017-01,the_one_show,control,an assault of they biggest back-handed compliment in my life.,anger,0.631825
12160,2017,01,2017-01,the_one_show,control,are you a carrots are no carrots man?,surprise,0.804767
12161,2017,01,2017-01,the_one_show,control,an element of sweetness and fruitiness.,joy,0.893143
12162,2017,01,2017-01,the_one_show,control,yes.,neutral,0.8386
12163,2017,01,2017-01,the_one_show,control,php/prog/0e148d04?,neutral,0.760947
12164,2017,01,2017-01,the_one_show,control,jankovic!,surprise,0.663249
12165,2017,07,2017-07,the_one_show,control,"you have other challenges when you are in the sunshine, lack of water, problems with pest control, other challenges would make it more difficult to grow.",neutral,0.87271
12166,2017,07,2017-07,the_one_show,control,you might find if you’re not on it all the time that there are other things that you do which are more enriching to your life.,neutral,0.944203
12167,2017,07,2017-07,the_one_show,control,imean mean,neutral,0.757139
12168,2017,07,2017-07,the_one_show,control,if you muququuju ”-i ’ .,neutral,0.719488
12169,2017,07,2017-07,the_one_show,control,you have a dwarf peachtree.,neutral,0.862363
12170,2017,07,2017-07,the_one_show,control,we do not have a specific date but man down is out mid-august.,neutral,0.921718
12171,2017,07,2017-07,the_one_show,control,that’s quite manageable.,neutral,0.761914
12172,2017,07,2017-07,the_one_show,control,bring their own bethan.,neutral,0.907352
12173,2017,07,2017-07,the_one_show,control,"every time it goes off, you spend log on your mobile.",neutral,0.887864
12174,2017,07,2017-07,the_one_show,control,i remember.,neutral,0.359466
12175,2017,07,2017-07,the_one_show,control,this is our one show you can get a go?,neutral,0.576883
12176,2017,07,2017-07,the_one_show,control,i brought a dog in for rehearsals and dream teacher.,joy,0.974028
12177,2017,07,2017-07,the_one_show,control,show phone plan.,neutral,0.803411
12178,2017,07,2017-07,the_one_show,control,"so, which of these are you going to implement, alex?",neutral,0.861677
12179,2017,07,2017-07,the_one_show,control,welsh when you get defensive!,anger,0.525128
12180,2017,07,2017-07,the_one_show,control,idon’t want pizza.,neutral,0.568043
12181,2017,07,2017-07,the_one_show,control,but you got me and put me in detention.,anger,0.464679
12182,2017,07,2017-07,the_one_show,control,this is our one you ran get a go?,neutral,0.56816
12183,2017,07,2017-07,the_one_show,control,"and that’s what the film does, it opens doors and gives you access to things that you wouldn’t normally have access to.",neutral,0.923891
12184,2017,06,2017-06,the_one_show,control,can you faure they have no by rose.,neutral,0.862544
12185,2017,06,2017-06,the_one_show,control,"hang on, where the taking me?",anger,0.474408
12186,2017,06,2017-06,the_one_show,control,do you think theresa may has egg on her face?,neutral,0.705329
12187,2017,06,2017-06,the_one_show,control,"young people, if they realise we can make a difference, then and this election has shown, although it’s not conclusive, it will galvanise them next time and think it’s worth bothering to get involved.",joy,0.497674
12188,2017,06,2017-06,the_one_show,control,does steve ever talk to alan?,neutral,0.515771
12189,2017,06,2017-06,the_one_show,control,always thought it was bound to be tight.,neutral,0.625445
12190,2017,06,2017-06,the_one_show,control,it doesn’t instil confidence.,neutral,0.429356
12191,2017,06,2017-06,the_one_show,control,that’s one way of putting it!,surprise,0.271621
12192,2017,06,2017-06,the_one_show,control,that was just a guess.,neutral,0.953293
12193,2017,06,2017-06,the_one_show,control,this has got a scary.,fear,0.974742
12194,2017,06,2017-06,the_one_show,control,"the airfield is that he had flown over had been rebuilt and ﬂown over had been rebuilt and opened as an flown over had been rebuilt and opened as an training schools with yellow monoplanes, and by 1939 the mechanic station there wall new overalls - the colour had been changed from brown to blue.",neutral,0.67279
12195,2017,06,2017-06,the_one_show,control,it’s lovely and wild.,joy,0.986016
12196,2017,06,2017-06,the_one_show,control,two young!,surprise,0.783497
12197,2017,06,2017-06,the_one_show,control,"tales of the supernatural are often explained or dismissed, but when one of those tales is told by a witness who could hardly be more credible, it becomes a lot harder to ignore.",neutral,0.571028
12198,2017,06,2017-06,the_one_show,control,i turned 18 today.,joy,0.571461
12199,2017,06,2017-06,the_one_show,control,"for the first time in 20 years, labour gained seats.",joy,0.634718
12200,2017,06,2017-06,the_one_show,control,this gives me the confidence to believe we’ll be able to work together in the interests of the whole united kingdom.,joy,0.863644
12201,2017,06,2017-06,the_one_show,control,that right.,neutral,0.757895
12202,2017,06,2017-06,the_one_show,control,it’s because i like david dimbleby.,joy,0.782581
12203,2017,03,2017-03,the_one_show,control,"it costs £1000 a week for a patient, but an acute bed in a hospital is more than double that at £2500.",neutral,0.539051
12204,2017,03,2017-03,the_one_show,control,that last clue was genius!,surprise,0.454984
12205,2017,03,2017-03,the_one_show,control,"though on the one show, they said, it won’t be humiliating at all, they said!",disgust,0.796628
12206,2017,03,2017-03,the_one_show,control,where do you stand with that?,neutral,0.688364
12207,2017,03,2017-03,the_one_show,control,the university hospital’s bristol trust has launched an investigation into lris’s launched an investigation into iris’s case.,fear,0.420261
12208,2017,03,2017-03,the_one_show,control,you are not exactly selling them.,neutral,0.514613
12209,2017,03,2017-03,the_one_show,control,we will find out later.,neutral,0.912958
12210,2017,03,2017-03,the_one_show,control,you seem to have got 18 years younger.,neutral,0.557832
12211,2017,03,2017-03,the_one_show,control,here we are.,neutral,0.948295
12212,2017,03,2017-03,the_one_show,control,you have got everything in the same unit so that the same question is not asked over and over again.,neutral,0.953586
12213,2017,03,2017-03,the_one_show,control,"no, they weren’t, they were over 18.",neutral,0.900658
12214,2017,03,2017-03,the_one_show,control,"don juan in soho, don juan is one of the most famous lotharios in the world.",neutral,0.555562
12215,2017,03,2017-03,the_one_show,control,"and looking at this you know, we ain’t even touching the sides.",neutral,0.641266
12216,2017,03,2017-03,the_one_show,control,so we can start the process of signing over my rights to to the new parents.,neutral,0.89758
12217,2017,03,2017-03,the_one_show,control,have only got two you big kitten.,neutral,0.446704
12218,2017,03,2017-03,the_one_show,control,upfront.,neutral,0.908418
12219,2017,03,2017-03,the_one_show,control,cake-a-bake.,neutral,0.554293
12220,2017,03,2017-03,the_one_show,control,the greatest full-back i’ve ever seen.,neutral,0.395214
12221,2017,03,2017-03,the_one_show,control,this sister the ward and over again.,neutral,0.657312
12222,2017,05,2017-05,the_one_show,control,have sieve and you have three grandchildren.,joy,0.438846
12223,2017,05,2017-05,the_one_show,control,when you happy with the finality of that?,joy,0.966921
12224,2017,05,2017-05,the_one_show,control,who’s?,surprise,0.883416
12225,2017,05,2017-05,the_one_show,control,yes.,neutral,0.8386
12226,2017,05,2017-05,the_one_show,control,does it make you think everybody wants to be your friend?,surprise,0.70377
12227,2017,05,2017-05,the_one_show,control,i said to her that character.,neutral,0.414988
12228,2017,05,2017-05,the_one_show,control,"ah, that will be my cocoa - which needs a bit of sweetener.",neutral,0.774116
12229,2017,05,2017-05,the_one_show,control,i will have some vegetables.,joy,0.986177
12230,2017,05,2017-05,the_one_show,control,do you want to move on?,sadness,0.419146
12231,2017,05,2017-05,the_one_show,control,machine.,neutral,0.746835
12232,2017,05,2017-05,the_one_show,control,what about a steak?,neutral,0.61564
12233,2017,05,2017-05,the_one_show,control,then we ran talk about it leave it open.,neutral,0.912719
12234,2017,05,2017-05,the_one_show,control,yes!,surprise,0.632487
12235,2017,05,2017-05,the_one_show,control,the hob.,neutral,0.865969
12236,2017,05,2017-05,the_one_show,control,"phew, that was look out!",surprise,0.55092
12237,2017,05,2017-05,the_one_show,control,that was it as a boy?,neutral,0.691095
12238,2017,05,2017-05,the_one_show,control,i haven’t seen it yet.,surprise,0.697886
12239,2017,05,2017-05,the_one_show,control,"yes, a cunning and subtle one?",neutral,0.555039
12240,2017,11,2017-11,the_one_show,control,"you can, yes.",neutral,0.881259
12241,2017,11,2017-11,the_one_show,control,"when film something, i have it analysed.",neutral,0.654201
12242,2017,11,2017-11,the_one_show,control,robert redford comes along and he asked to take you to lunch and your husband didn’t hear this?,surprise,0.834857
12243,2017,11,2017-11,the_one_show,control,hitting it!,anger,0.598567
12244,2017,11,2017-11,the_one_show,control,ring to it.,neutral,0.653089
12245,2017,11,2017-11,the_one_show,control,we don’t him and we get him out.,neutral,0.583559
12246,2017,11,2017-11,the_one_show,control,00 minute on telly.,neutral,0.680763
12247,2017,11,2017-11,the_one_show,control,lwould never have entirely different.,surprise,0.696888
12248,2017,11,2017-11,the_one_show,control,some seeds by one of the locals.,disgust,0.615101
12249,2017,11,2017-11,the_one_show,control,"there was a character, uhura, played by michelle nichols, one of the first iconic black actresses.",neutral,0.895328
12250,2017,11,2017-11,the_one_show,control,"and i said, yeah.",neutral,0.64349
12251,2017,11,2017-11,the_one_show,control,"recently you have done some incredible wets in your time - rod stuart, tina turner.",surprise,0.497804
12252,2017,11,2017-11,the_one_show,control,you like that?,surprise,0.556586
12253,2017,11,2017-11,the_one_show,control,just please stay.,neutral,0.936636
12254,2017,11,2017-11,the_one_show,control,when did this all start for you?,surprise,0.432803
12255,2017,11,2017-11,the_one_show,control,"star trek, the original production was, if you excuse the pun, all about pushing boundaries.",neutral,0.952043
12256,2017,11,2017-11,the_one_show,control,"when see films i remember the place i lived, whether my kids had been born it is like a chronological diary of your life.",neutral,0.801065
12257,2017,11,2017-11,the_one_show,control,jason!,surprise,0.613861
12258,2017,10,2017-10,the_one_show,control,"i can’t wait to see your face, actually!",joy,0.979103
12259,2017,10,2017-10,the_one_show,control,"so time to meet another one of our rickshaw riders who said, once she gets on that rickshaw, she’s going to go like a bat out of hell!",anger,0.665473
12260,2017,10,2017-10,the_one_show,control,so where do you stand?,neutral,0.771149
12261,2017,10,2017-10,the_one_show,control,"positives, it deans my brother.",disgust,0.339232
12262,2017,10,2017-10,the_one_show,control,it is.,neutral,0.921871
12263,2017,10,2017-10,the_one_show,control,"from incandescent bulbs in 19 awake, to neon in 1923, and finally to in 2003.",neutral,0.865224
12264,2017,10,2017-10,the_one_show,control,we do.,neutral,0.938882
12265,2017,10,2017-10,the_one_show,control,"we were sitting in our meeting guessing what type of driver you are, do you have road rage?",anger,0.964808
12266,2017,10,2017-10,the_one_show,control,there is just one more to go.,neutral,0.950286
12267,2017,10,2017-10,the_one_show,control,"i actually inherited honey 6, because she was put into my category, but you know what?",surprise,0.819498
12268,2017,10,2017-10,the_one_show,control,we do.,neutral,0.938882
12269,2017,10,2017-10,the_one_show,control,"think, gosh, didn’tl indicate?",surprise,0.943113
12270,2017,10,2017-10,the_one_show,control,"i am eating an environmentalist, doris, one of the organisers of the protest.",anger,0.949942
12271,2017,10,2017-10,the_one_show,control,why?,surprise,0.941399
12272,2017,10,2017-10,the_one_show,control,"we have been to , and he sent us to the children’s hospital.",neutral,0.503104
12273,2017,10,2017-10,the_one_show,control,argue a of called sharon flipping osborne.,neutral,0.814201
12274,2017,10,2017-10,the_one_show,control,"right, so you’ve got everything you need, yeah?",neutral,0.885892
12275,2017,09,2017-09,the_one_show,control,and i’m very much arms.,joy,0.546686
12276,2017,09,2017-09,the_one_show,control,"11+, and a boy of eight.",joy,0.511781
12277,2017,09,2017-09,the_one_show,control,"wet days, it doesn’t happen, and the crop deteriorates, so if it gets wetter, the combines can’t harvest it, and the moisture ran’t harvest it, and the moisture content is high can’t harvest it, and the moisture content is high so that we have to it, which is a big expense.",neutral,0.437537
12278,2017,09,2017-09,the_one_show,control,what treat me cruel .,anger,0.947278
12279,2017,09,2017-09,the_one_show,control,"she was my first competitive coach, and she became a huge influence on my life, became a huge inﬂuence on my life, she taught me became a huge influence on my life, she taught me about life, she gave me confidence and truly made me me confidence and made me believe me confidence and truly made me believe that any dream i set for myself, it was possible, even if i came from a council estate.",joy,0.966964
12280,2017,09,2017-09,the_one_show,control,it with margaret redmon to be taught by her.,neutral,0.640782
12281,2017,09,2017-09,the_one_show,control,"i started off in the ballroom, i danced with a gentleman called nigel tiffany, the ballroom champion at the time, and we were in the semifinal, and way w_.",joy,0.67455
12282,2017,09,2017-09,the_one_show,control,"yes, see it by the mersey and they have very straight arms!",surprise,0.433158
12283,2017,09,2017-09,the_one_show,control,"many, many years ago.",neutral,0.899993
12284,2017,09,2017-09,the_one_show,control,do you want some crisps?,neutral,0.779869
12285,2017,09,2017-09,the_one_show,control,and i got an opportunity when was 17 to dance with sammy stothard who taught me all about it.,joy,0.722136
12286,2017,09,2017-09,the_one_show,control,"we are now at saint chads church where it all started when was seven years old, started when i was seven years old, and and haven’t been back here since i left at 11.",neutral,0.371073
12287,2017,09,2017-09,the_one_show,control,blades turning and the power flowing.,surprise,0.583298
12288,2017,09,2017-09,the_one_show,control,"absolutely, i could check and europe and make sure you are moving your bits and bobs.",neutral,0.945737
12289,2017,09,2017-09,the_one_show,control,treat me cmel .,neutral,0.404385
12290,2017,09,2017-09,the_one_show,control,0h!,surprise,0.852516
12291,2017,09,2017-09,the_one_show,control,"head judge, aren’t you?",surprise,0.56751
12292,2018,04,2018-04,the_one_show,control,but i have to make this change and change my life and some of them were like i am out of here!,sadness,0.467349
12293,2018,04,2018-04,the_one_show,control,the dog is moving.,neutral,0.379695
12294,2018,04,2018-04,the_one_show,control,they are all tested within the physical competence assessment as well as the aerobic endurance.,neutral,0.933347
12295,2018,04,2018-04,the_one_show,control,i want to beat him this time.,sadness,0.923872
12296,2018,04,2018-04,the_one_show,control,what have you got in nearby?,surprise,0.551584
12297,2018,04,2018-04,the_one_show,control,i know people have a secretary here.,joy,0.875247
12298,2018,04,2018-04,the_one_show,control,"if they can do that, index lavel.",neutral,0.918887
12299,2018,04,2018-04,the_one_show,control,"more than 50,000 pets ari honed every year.",neutral,0.396772
12300,2018,04,2018-04,the_one_show,control,"you get a year off and channel 4 pay for your salary, you have to send your e-mail off at the end of the show to your boss.",neutral,0.880812
12301,2018,04,2018-04,the_one_show,control,-- definitely.,neutral,0.919451
12302,2018,04,2018-04,the_one_show,control,"if you look into their eyes, you can bring their personality alive.",joy,0.480369
12303,2018,04,2018-04,the_one_show,control,buying merchandise ﬂoating past.,neutral,0.910255
12304,2018,04,2018-04,the_one_show,control,it did not look that srary,surprise,0.587587
12305,2018,04,2018-04,the_one_show,control,it might have frozen.,neutral,0.88537
12306,2018,04,2018-04,the_one_show,control,so we ran see your dog.,neutral,0.546683
12307,2018,04,2018-04,the_one_show,control,"he is competing with kittens, and he is older.",neutral,0.636429
12308,2018,04,2018-04,the_one_show,control,you guys now have a chance of grabbing a semifinal place.,neutral,0.809452
12309,2018,08,2018-08,the_one_show,control,"literally, a glitter ball, hopefully!",joy,0.681138
12310,2018,08,2018-08,the_one_show,control,"i’m delighted, honoured to be asked we’ve been here before.",joy,0.981525
12311,2018,08,2018-08,the_one_show,control,i’m a bit nervous,fear,0.995174
12312,2018,08,2018-08,the_one_show,control,"it’s got its place, we’ve taken one or two pieces from people we knew.",neutral,0.96127
12313,2018,08,2018-08,the_one_show,control,it all went well from start to finish.,joy,0.975074
12314,2018,08,2018-08,the_one_show,control,"i got to sit on the couch with trevor, whom i adore.",joy,0.96136
12315,2018,08,2018-08,the_one_show,control,good to see you.,joy,0.96981
12316,2018,08,2018-08,the_one_show,control,but then i canjust revert to dad,neutral,0.815907
12317,2018,08,2018-08,the_one_show,control,"we are blessed, we’re so blessed.",joy,0.54819
12318,2018,08,2018-08,the_one_show,control,0k?,surprise,0.812121
12319,2018,08,2018-08,the_one_show,control,and what do we end up with?,surprise,0.556527
12320,2018,08,2018-08,the_one_show,control,"0h, mother of mercy.",neutral,0.477961
12321,2018,08,2018-08,the_one_show,control,yeah.,neutral,0.698805
12322,2018,08,2018-08,the_one_show,control,pope benedict.,neutral,0.922307
12323,2018,08,2018-08,the_one_show,control,he didn’t have the personality.,neutral,0.724875
12324,2018,08,2018-08,the_one_show,control,"i don’t know why, but your lovely!",joy,0.84532
12325,2018,08,2018-08,the_one_show,control,congratulations.,joy,0.665231
12326,2018,12,2018-12,the_one_show,control,it is a personal choice whether we eat it or not.,neutral,0.928087
12327,2018,12,2018-12,the_one_show,control,yeah.,neutral,0.698805
12328,2018,12,2018-12,the_one_show,control,bcast=128031025 accessed 04 apr 2026,neutral,0.876436
12329,2018,12,2018-12,the_one_show,control,it ran for years.,neutral,0.926017
12330,2018,12,2018-12,the_one_show,control,if we get less processed red need it would help our environment.,neutral,0.75624
12331,2018,12,2018-12,the_one_show,control,it’s a bit of fun but is the woman always vacuuming?,joy,0.972184
12332,2018,12,2018-12,the_one_show,control,"2 seconds to react you are getting essentially 30, 32 seconds.",neutral,0.742728
12333,2018,12,2018-12,the_one_show,control,we’ll have more tips - not tipples - from viewers later.,neutral,0.971044
12334,2018,12,2018-12,the_one_show,control,so did dad not pick up shopping from iceland?,surprise,0.455774
12335,2018,12,2018-12,the_one_show,control,“an ask questions as well.,neutral,0.895669
12336,2018,12,2018-12,the_one_show,control,"these are particularty 30, 32 seconds.",neutral,0.873249
12337,2018,12,2018-12,the_one_show,control,max!,surprise,0.647757
12338,2018,12,2018-12,the_one_show,control,i cannot even imagine fatal abbey rannot even imagine fatal abbey laughter laughter,joy,0.871914
12339,2018,12,2018-12,the_one_show,control,"i have a friend who was a vegetarian for 26 years, then suddenly one evening said, ""i’m really bored, went to have fish and chips, then within a week literally really bored.",surprise,0.798818
12340,2018,12,2018-12,the_one_show,control,but i have eaten sausage all my life.,disgust,0.749387
12341,2018,12,2018-12,the_one_show,control,it sends the patrol crew an instant alert so they are on the scene in minutes.,neutral,0.826238
12342,2018,02,2018-02,the_one_show,control,when you have to keep repeating the same things.,anger,0.464489
12343,2018,02,2018-02,the_one_show,control,built out of wood.,neutral,0.870422
12344,2018,02,2018-02,the_one_show,control,"and we’ll wish we could come back to these days, these days these days, these days",sadness,0.445377
12345,2018,02,2018-02,the_one_show,control,isaid no problem.,neutral,0.810295
12346,2018,02,2018-02,the_one_show,control,"i put our second machine on the isle of wight, operated by a crack team.",fear,0.404071
12347,2018,02,2018-02,the_one_show,control,"they are at, it’s difficult for scale they are at, it’s difficult for them not have a one size fits all model, and they are grappling with that.",neutral,0.886064
12348,2018,02,2018-02,the_one_show,control,"i moved to london, didn’t drive a bus, but moved to london, started a life here.",joy,0.682456
12349,2018,02,2018-02,the_one_show,control,effect on the oral community.,disgust,0.657613
12350,2018,02,2018-02,the_one_show,control,in a play rallad the best man.,joy,0.578398
12351,2018,02,2018-02,the_one_show,control,they were probably having a joke.,neutral,0.517879
12352,2018,02,2018-02,the_one_show,control,what a show it has been.,surprise,0.771057
12353,2018,02,2018-02,the_one_show,control,"to test them, students designed several different food challenges with varying difficulty.",neutral,0.893924
12354,2018,02,2018-02,the_one_show,control,unaided.,neutral,0.787469
12355,2018,02,2018-02,the_one_show,control,you only ever have to ask.,neutral,0.890476
12356,2018,02,2018-02,the_one_show,control,we don’t need to be on the wrong side of each other.,neutral,0.773783
12357,2018,02,2018-02,the_one_show,control,the fridge is used throughout the day and people’s stories are as varied as the food they choose.,neutral,0.926943
12358,2018,02,2018-02,the_one_show,control,and here as a person who -- i am here as a person who is of no value to the community at all.,sadness,0.390986
12359,2018,02,2018-02,the_one_show,control,i’m not sure date is the word.,surprise,0.478241
12360,2018,02,2018-02,the_one_show,control,papa.,neutral,0.592513
12361,2018,02,2018-02,the_one_show,control,"anyway, igot under the sofa, once i was there he started to talk about me, i couldn’t get out, and he hasn’t spoken to me for 35 years.",sadness,0.312892
12362,2018,02,2018-02,the_one_show,control,"within hours, i get an e-mail from facebook asking for a sran or e-mail from facebook asking for a scan or photo from evicting, or other paperwork confirming the death.",surprise,0.530031
12363,2018,02,2018-02,the_one_show,control,"yes, and dressed as a mysterious, ghostly figure.",fear,0.776808
12364,2018,02,2018-02,the_one_show,control,"it’s a sensitive subject and facebook admit that, the stale they are subject and facebook admit that, the scale they are at, it’s difficult stale",neutral,0.821338
12365,2018,02,2018-02,the_one_show,control,what do you make of this?,surprise,0.513249
12366,2018,02,2018-02,the_one_show,control,oliver it’s time.,neutral,0.858791
12367,2018,02,2018-02,the_one_show,control,"yes, just to let enough light in.",neutral,0.761523
12368,2018,02,2018-02,the_one_show,control,"can we solve a louis, standing in.",neutral,0.833116
12369,2018,02,2018-02,the_one_show,control,maureen and martin are co-starring in a play rallad maureen and martin are co-starring in a play called the best man.,joy,0.742939
12370,2018,02,2018-02,the_one_show,control,that ran continue a session afterwards.,neutral,0.946285
12371,2018,01,2018-01,the_one_show,control,small things matter?,neutral,0.59626
12372,2018,01,2018-01,the_one_show,control,"lorraine, recently you have been to 12 weddings in your new programme.",neutral,0.62637
12373,2018,01,2018-01,the_one_show,control,they just said how beautiful the island was.,neutral,0.425705
12374,2018,01,2018-01,the_one_show,control,"scientific research on moisturisers tends to focus on people with clinical skin conditions, not on people with healthy skin, and not on high street products.",neutral,0.850771
12375,2018,01,2018-01,the_one_show,control,men dressed up as women its values.,disgust,0.719803
12376,2018,01,2018-01,the_one_show,control,we love history.,joy,0.490665
12377,2018,01,2018-01,the_one_show,control,87.,neutral,0.51849
12378,2018,01,2018-01,the_one_show,control,when the hurricane hit we were so devastated.,sadness,0.971668
12379,2018,01,2018-01,the_one_show,control,some of that was tricky.,neutral,0.910336
12380,2018,01,2018-01,the_one_show,control,50 you are not quite sure and you have a long and dark night of the soul because it puts it into perspective.,neutral,0.496878
12381,2018,01,2018-01,the_one_show,control,how is that possibla?,neutral,0.584999
12382,2018,01,2018-01,the_one_show,control,but there was a problem.,sadness,0.5356
12383,2018,01,2018-01,the_one_show,control,we do not have not have this where i come from.,neutral,0.911006
12384,2018,01,2018-01,the_one_show,control,supposed to be 1200.,neutral,0.687118
12385,2018,01,2018-01,the_one_show,control,did you chat with the producers?,neutral,0.683335
12386,2018,01,2018-01,the_one_show,control,"there we are, we will see your creation from the air.",neutral,0.92649
12387,2018,01,2018-01,the_one_show,control,"yes, it is tme.",neutral,0.929374
12388,2018,01,2018-01,the_one_show,control,we even had friends of mine who do a re-enactment of a battle and they did a braveheart thing.,neutral,0.819383
12389,2018,01,2018-01,the_one_show,control,everyone has their idea about what their dream wedding would be.,neutral,0.740605
12390,2018,01,2018-01,the_one_show,control,the pearls are hanging down?,surprise,0.803226
12391,2018,01,2018-01,the_one_show,control,in the news today they are talking about same-sex marriages in australia now which is great.,neutral,0.40822
12392,2018,01,2018-01,the_one_show,control,it was actually 1981.,neutral,0.817709
12393,2018,01,2018-01,the_one_show,control,"they gave the impression the diamond was to move by the sea and in the captain’s safe on-board and all the focus and public attention was going there, if anybody knew about it.",neutral,0.934349
12394,2018,01,2018-01,the_one_show,control,when was there a first union dispute about driver only operation?,fear,0.547114
12395,2018,01,2018-01,the_one_show,control,and swapping murderfor matromony - from death in paradise it’s ardal o’hanlon and josephine jobert.,sadness,0.716938
12396,2018,01,2018-01,the_one_show,control,he is a real actor.,neutral,0.830286
12397,2018,01,2018-01,the_one_show,control,"you couldn’t, and we will never get anything like this again.",neutral,0.790224
12398,2018,01,2018-01,the_one_show,control,"you have renewed your vows, congratulations to the both of you.",joy,0.832268
12399,2018,01,2018-01,the_one_show,control,i now all dinghy to flee the war in syria.,sadness,0.922291
12400,2018,07,2018-07,the_one_show,control,"if we lose them here, they will be lost to the planet forever.",sadness,0.79502
12401,2018,07,2018-07,the_one_show,control,"cheryl rushed kacie to hospital, where she underwent a number of tests, including x-rays, which revealed that kacie had swallowed a button battery.",sadness,0.381599
12402,2018,07,2018-07,the_one_show,control,kenny says we need to learn from the mistakes.,neutral,0.704825
12403,2018,07,2018-07,the_one_show,control,he has visited a oral badger set badgers.,disgust,0.739907
12404,2018,07,2018-07,the_one_show,control,"i was stuck there with a lot of money down, over some shoes that were worth nothing, completely counterfeited.",anger,0.721333
12405,2018,07,2018-07,the_one_show,control,"for example, rare insects, one of which is found nowhere else in the world.",neutral,0.797822
12406,2018,07,2018-07,the_one_show,control,it’s called a button battery.,neutral,0.912552
12407,2018,07,2018-07,the_one_show,control,"you can see the cups, three of them.",neutral,0.755179
12408,2018,07,2018-07,the_one_show,control,someone tell me what’s going on.,neutral,0.673178
12409,2018,07,2018-07,the_one_show,control,i like the suaveness and sexiness of billy flynn.,joy,0.989081
12410,2018,07,2018-07,the_one_show,control,you can’t even cross the road!,anger,0.687581
12411,2018,07,2018-07,the_one_show,control,get down on the floor now!,anger,0.725614
12412,2018,07,2018-07,the_one_show,control,i walk out of the theatre every night and the feeling in london is unbelievable.,surprise,0.807
12413,2018,06,2018-06,the_one_show,control,"yes, wimbledon finalist.",surprise,0.392226
12414,2018,06,2018-06,the_one_show,control,"i need five or six hours, but the most important thing is to just enjoy it.",joy,0.988709
12415,2018,06,2018-06,the_one_show,control,but lucy’s met an inventor who says he can go one further.,neutral,0.606389
12416,2018,06,2018-06,the_one_show,control,very interesting.,surprise,0.879224
12417,2018,06,2018-06,the_one_show,control,"they are brilliant, john thomson as the team captain, you knows so much about film and he’s very funny.",joy,0.754717
12418,2018,06,2018-06,the_one_show,control,"last night, we sentjoe to leeds, to england’s final pre-tournament friendly against costa rica, to ask fans the question - should england’s",neutral,0.546629
12419,2018,06,2018-06,the_one_show,control,"no trickery, he just bent over like a flexible boy.",neutral,0.725407
12420,2018,06,2018-06,the_one_show,control,"gaby’s talking pictures is on radio 4, sunday, 7.",neutral,0.703777
12421,2018,06,2018-06,the_one_show,control,"erm 0h, who’s that?",surprise,0.957377
12422,2018,06,2018-06,the_one_show,control,-- a round.,neutral,0.805968
12423,2018,06,2018-06,the_one_show,control,"yes,",neutral,0.856765
12424,2018,06,2018-06,the_one_show,control,move on.,neutral,0.851108
12425,2018,06,2018-06,the_one_show,control,five.,neutral,0.852889
12426,2018,06,2018-06,the_one_show,control,i knew danny king.,joy,0.667595
12427,2018,06,2018-06,the_one_show,control,i would like to adopt one,joy,0.943563
12428,2018,06,2018-06,the_one_show,control,"no, move on.",anger,0.554722
12429,2018,03,2018-03,the_one_show,control,odd that.,neutral,0.562228
12430,2018,03,2018-03,the_one_show,control,what people’s voices.,neutral,0.561385
